time,temperature_2m,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,global_tilted_irradiance,sunshine_duration,cloud_cover
2026-02-16 04:00:00,-1.3,0,0,0,0,0,0,48
2026-02-16 05:00:00,-1.9,0,0,0,0,0,0,14
2026-02-16 06:00:00,-2.3,0,0,0,0,0,0,0
2026-02-16 07:00:00,-2.7,71,29,42,203.2,71,0,0
2026-02-16 08:00:00,-1.9,251,158,93,528.1,251,2598.97,100
2026-02-16 09:00:00,0.1,424,292,132,643.6,424,3600,49
2026-02-16 10:00:00,2.6,557,389,168.00000000000003,684.1999999999999,557,3600,85
2026-02-16 11:00:00,4.1,638,451,187,709.0999999999999,638,3600,81
2026-02-16 12:00:00,5,623,392,231.00000000000003,601.9,623,3600,100
2026-02-16 13:00:00,5.5,525,242,283,394.5,525,3600,100
2026-02-16 14:00:00,5.9,420,176,244,335.1,420,3600,100
2026-02-16 15:00:00,5.8,247.00000000000003,53,194,135.1,247.00000000000003,3600,100
2026-02-16 16:00:00,5.5,108,9,98.99999999999999,40.2,108,2252.44,100
2026-02-16 17:00:00,5.2,16,0,16,0,16,0,100
2026-02-16 18:00:00,4.4,0,0,0,0,0,0,100
2026-02-16 19:00:00,2.8,0,0,0,0,0,0,32
2026-02-16 20:00:00,1.4,0,0,0,0,0,0,31
2026-02-16 21:00:00,0.5,0,0,0,0,0,0,37
2026-02-16 22:00:00,-0.2,0,0,0,0,0,0,36
2026-02-16 23:00:00,-0.5,0,0,0,0,0,0,41
2026-02-17 00:00:00,-0.8,0,0,0,0,0,0,36
2026-02-17 01:00:00,-1.3,0,0,0,0,0,0,35
2026-02-17 02:00:00,-1.5,0,0,0,0,0,0,38
2026-02-17 03:00:00,-1.9,0,0,0,0,0,0,32
2026-02-17 04:00:00,-2.3,0,0,0,0,0,0,47
2026-02-17 05:00:00,-2.5,0,0,0,0,0,0,42
2026-02-17 06:00:00,-2.8,0,0,0,0,0,0,37
2026-02-17 07:00:00,-3.2,75,30,45,207.1,75,0,29
2026-02-17 08:00:00,-2.9,259,164,95,540.3,259,2672.59,0
2026-02-17 09:00:00,0.1,438,309,129,674.4,438,3600,0
2026-02-17 10:00:00,3.9,539,329,210,574,539,3600,82
2026-02-17 11:00:00,6.3,513,197,316,307.5,513,3600,100
2026-02-17 12:00:00,7.4,452,110,342,167.7,452,3600,100
2026-02-17 13:00:00,8.1,476.99999999999994,207.00000000000003,270,335,476.99999999999994,3231.39,100
2026-02-17 14:00:00,9.9,388,128,260,241.7,388,3600,99
2026-02-17 15:00:00,10,288,97,191,244.7,288,3600,100
2026-02-17 16:00:00,10.1,174,97,77,425.6,174,3600,92
2026-02-17 17:00:00,9.7,24,8,16,77.1,24,3600,0
2026-02-17 18:00:00,7.7,0,0,0,0,0,161.79,0
2026-02-17 19:00:00,5.8,0,0,0,0,0,0,0
2026-02-17 20:00:00,4.9,0,0,0,0,0,0,0
2026-02-17 21:00:00,3.9,0,0,0,0,0,0,0
2026-02-17 22:00:00,3,0,0,0,0,0,0,0
2026-02-17 23:00:00,2.2,0,0,0,0,0,0,0
2026-02-18 00:00:00,1.4,0,0,0,0,0,0,0
2026-02-18 01:00:00,0.9,0,0,0,0,0,0,0
2026-02-18 02:00:00,1.5,0,0,0,0,0,0,0
2026-02-18 03:00:00,1.3,0,0,0,0,0,0,0
2026-02-18 04:00:00,1.1,0,0,0,0,0,0,0
2026-02-18 05:00:00,0.9,0,0,0,0,0,0,0
2026-02-18 06:00:00,0.7,1,0,1,0,1,0,0
2026-02-18 07:00:00,-0.2,76,30,46,204,76,0,0
2026-02-18 08:00:00,1.1,255,158,97,513.1,255,2747.47,0
2026-02-18 09:00:00,3.1,433,311,122,672,433,3600,0
2026-02-18 10:00:00,5.4,574,439.99999999999994,134,761.5,574,3600,0
2026-02-18 11:00:00,7.6,658,520,138,805.9,658,3600,0
2026-02-18 12:00:00,9.1,677,541,136,819.1,677,3600,0
2026-02-18 13:00:00,10,630,501,129,804.9,630,3600,0
2026-02-18 14:00:00,10.5,522,404,118,756.8,522,3600,0
2026-02-18 15:00:00,10.5,362,261,101,651.7,362,3600,0
2026-02-18 16:00:00,10.3,174,103,71,444.5,174,3600,0
2026-02-18 17:00:00,9.9,24,6.999999999999999,17,66.3,24,3600,0
2026-02-18 18:00:00,8.4,0,0,0,0,0,62.69,0
2026-02-18 19:00:00,6.5,0,0,0,0,0,0,0
2026-02-18 20:00:00,4.8,0,0,0,0,0,0,0
2026-02-18 21:00:00,4.2,0,0,0,0,0,0,0
2026-02-18 22:00:00,3.3,0,0,0,0,0,0,0
2026-02-18 23:00:00,2.9,0,0,0,0,0,0,0
2026-02-19 00:00:00,2.6,0,0,0,0,0,0,0
2026-02-19 01:00:00,2.3,0,0,0,0,0,0,0
2026-02-19 02:00:00,2.2,0,0,0,0,0,0,0
2026-02-19 03:00:00,1.9,0,0,0,0,0,0,0
2026-02-19 04:00:00,1.7,0,0,0,0,0,0,0
2026-02-19 05:00:00,1.4,0,0,0,0,0,0,0
2026-02-19 06:00:00,1.2,1,0,1,0,1,0,23
2026-02-19 07:00:00,1.2,76,27,49,180.9,76,0,33
2026-02-19 08:00:00,3.2,250,146,104,467.4,250,2823.51,37
2026-02-19 09:00:00,6.5,446,326,120,697.5,446,3600,11
2026-02-19 10:00:00,10.6,592,465.99999999999994,126,800,592,3600,0
2026-02-19 11:00:00,14.2,679,553,126,850.7999999999998,679,3600,0
2026-02-19 12:00:00,16.5,700,578,122,869,700,3600,0
2026-02-19 13:00:00,17.5,651,534,117,851.7,651,3600,0
2026-02-19 14:00:00,17.2,538,430,108,799.1,538,3600,0
2026-02-19 15:00:00,17,374,281,93,694.5,374,3600,0
2026-02-19 16:00:00,16.3,183,116,67,492.50000000000006,183,3600,0
2026-02-19 17:00:00,15.4,26,9,17,83.7,26,3600,0
2026-02-19 18:00:00,13.3,0,0,0,0,0,250.36,0
2026-02-19 19:00:00,11.3,0,0,0,0,0,0,0
2026-02-19 20:00:00,10.1,0,0,0,0,0,0,0
2026-02-19 21:00:00,9.1,0,0,0,0,0,0,0
2026-02-19 22:00:00,8.2,0,0,0,0,0,0,0
2026-02-19 23:00:00,7.2,0,0,0,0,0,0,0
2026-02-20 00:00:00,6.3,0,0,0,0,0,0,0
2026-02-20 01:00:00,5.7,0,0,0,0,0,0,0
2026-02-20 02:00:00,6,0,0,0,0,0,0,0
2026-02-20 03:00:00,5.7,0,0,0,0,0,0,0
2026-02-20 04:00:00,5.6,0,0,0,0,0,0,0
2026-02-20 05:00:00,5.8,0,0,0,0,0,0,0
2026-02-20 06:00:00,6,1,0,1,0,1,0,0
2026-02-20 07:00:00,6.2,85,38,47,250.7,85,0,0
2026-02-20 08:00:00,7.8,275,182,93,574.3,275,2900.58,0
2026-02-20 09:00:00,11.4,462,348,114,737.2,462,3600,0
2026-02-20 10:00:00,14.8,604,481,123,819.1,604,3600,0
2026-02-20 11:00:00,17,688,563,125,859.9,688,3600,0
2026-02-20 12:00:00,18.9,705,582,123,868.8999999999999,705,3600,0
2026-02-20 13:00:00,20.1,653,535,118,847.2,653,3600,0
2026-02-20 14:00:00,20.9,541,435,106,802,541,3600,0
2026-02-20 15:00:00,21.1,378,287,91,702.3,378,3600,0
2026-02-20 16:00:00,20.8,186,120,66,501.4,186,3600,0
2026-02-20 17:00:00,20.1,27.999999999999996,10,18,91.4,27.999999999999996,3600,0
2026-02-20 18:00:00,18.1,0,0,0,0,0,348.79,0
2026-02-20 19:00:00,15.8,0,0,0,0,0,0,0
2026-02-20 20:00:00,14.5,0,0,0,0,0,0,0
2026-02-20 21:00:00,13.5,0,0,0,0,0,0,0
2026-02-20 22:00:00,12.6,0,0,0,0,0,0,0
2026-02-20 23:00:00,11.8,0,0,0,0,0,0,0
2026-02-21 00:00:00,11.3,0,0,0,0,0,0,0
2026-02-21 01:00:00,10.9,0,0,0,0,0,0,0
2026-02-21 02:00:00,10.9,0,0,0,0,0,0,0
2026-02-21 03:00:00,10.6,0,0,0,0,0,0,0
2026-02-21 04:00:00,10.2,0,0,0,0,0,0,0
2026-02-21 05:00:00,9.8,0,0,0,0,0,0,0
2026-02-21 06:00:00,9.2,1,0,1,0,1,0,0
2026-02-21 07:00:00,9,82,32,50,208,82,0,3
2026-02-21 08:00:00,10.8,233.99999999999997,100,134,311,233.99999999999997,2978.61,99
2026-02-21 09:00:00,13.6,408,238.00000000000003,170,499.19999999999993,408,3600,100
2026-02-21 10:00:00,17.2,587,447.99999999999994,139,756.7,587,3600,68
2026-02-21 11:00:00,20.4,680,553,127,838.6,680,3600,2
2026-02-21 12:00:00,23.2,700,573,127,849.5999999999999,700,3600,0
2026-02-21 13:00:00,25,621,450,171,707.6,621,3600,90
2026-02-21 14:00:00,25.1,534,421,113,769.9999999999999,534,3600,38
2026-02-21 15:00:00,25.8,368,262,106,634.8,368,3600,2
2026-02-21 16:00:00,25.7,183,107.00000000000001,76,440.1,183,3600,92
2026-02-21 17:00:00,24.6,30,11,19,98.9,30,3600,0
2026-02-21 18:00:00,22.1,0,0,0,0,0,452.42,0
2026-02-21 19:00:00,19.7,0,0,0,0,0,0,100
2026-02-21 20:00:00,18.7,0,0,0,0,0,0,100
2026-02-21 21:00:00,18.1,0,0,0,0,0,0,100
2026-02-21 22:00:00,16.9,0,0,0,0,0,0,100
2026-02-21 23:00:00,16,0,0,0,0,0,0,0
2026-02-22 00:00:00,16.8,0,0,0,0,0,0,0
2026-02-22 01:00:00,15.6,0,0,0,0,0,0,0
2026-02-22 02:00:00,12.3,0,0,0,0,0,0,0
2026-02-22 03:00:00,10.6,0,0,0,0,0,0,0
2026-02-22 04:00:00,9.3,0,0,0,0,0,0,0
2026-02-22 05:00:00,7.8,0,0,0,0,0,0,0
2026-02-22 06:00:00,6.4,2,0,2,0,2,0,0
2026-02-22 07:00:00,5.4,95,46,49,294.5,95,0,0
2026-02-22 08:00:00,5.4,290,198,92.00000000000001,607.1,290,3057.45,0
2026-02-22 09:00:00,6.5,476,363,113.00000000000001,753.9,476,3600,0
2026-02-22 10:00:00,7.5,620,494.99999999999994,125,829.4,620,3600,0
2026-02-22 11:00:00,8.6,705,576,129,867.2,705,3600,0
2026-02-22 12:00:00,9.6,723,596,127,877.6,723,3600,0
2026-02-22 13:00:00,10.2,672,552,120,861.8,672,3600,0
2026-02-22 14:00:00,9.7,558,446,112,809.4,558,3600,0
2026-02-22 15:00:00,10.1,392,295,97,707.8,392,3600,0
2026-02-22 16:00:00,9.8,197,126,71,510.3,197,3600,0
2026-02-22 17:00:00,9,31,11,20,97.3,31,3600,1
2026-02-22 18:00:00,6.3,0,0,0,0,0,453.45,14
2026-02-22 19:00:00,4.6,0,0,0,0,0,0,29
2026-02-22 20:00:00,2.8,0,0,0,0,0,0,0
2026-02-22 21:00:00,2.3,0,0,0,0,0,0,0
2026-02-22 22:00:00,1.9,0,0,0,0,0,0,0
2026-02-22 23:00:00,1.6,0,0,0,0,0,0,6
2026-02-23 00:00:00,1.4,0,0,0,0,0,0,95
2026-02-23 01:00:00,1.4,0,0,0,0,0,0,100
2026-02-23 02:00:00,1.1,0,0,0,0,0,0,77
2026-02-23 03:00:00,0.9,0,0,0,0,0,0,58
2026-02-23 04:00:00,0.7,0,0,0,0,0,0,48
2026-02-23 05:00:00,0.5,0,0,0,0,0,0,40
2026-02-23 06:00:00,0.4,1,0,1,0,1,0,100
2026-02-23 07:00:00,0.7,62,9,53,56.8,62,0,89
2026-02-23 08:00:00,1.4,161,21,140,63.5,161,0,100
2026-02-23 09:00:00,2.8,233.00000000000003,33,200,67.9,233.00000000000003,104.38,100
2026-02-23 10:00:00,4.2,232,11,221,18.3,232,235.88,100
2026-02-23 11:00:00,5.3,194,1,193,1.5,194,0,100
2026-02-23 12:00:00,5.9,194.99999999999997,1,194.00000000000003,1.5,194.99999999999997,0,100
2026-02-23 13:00:00,6.5,173,4,169,6.2,173,0,100
2026-02-23 14:00:00,6.9,191,11,180,19.8,191,0,100
2026-02-23 15:00:00,7.7,109,3,106,7.1,109,0,100
2026-02-23 16:00:00,7.8,58,0,58,0,58,0,100
2026-02-23 17:00:00,7.4,12,0,12,0,12,0,100
2026-02-23 18:00:00,6.6,0,0,0,0,0,0,100
2026-02-23 19:00:00,5.9,0,0,0,0,0,0,100
2026-02-23 20:00:00,5.1,0,0,0,0,0,0,100
2026-02-23 21:00:00,4.8,0,0,0,0,0,0,100
2026-02-23 22:00:00,4.5,0,0,0,0,0,0,100
2026-02-23 23:00:00,4.3,0,0,0,0,0,0,100
2026-02-24 00:00:00,4.2,0,0,0,0,0,0,100
2026-02-24 01:00:00,4.2,0,0,0,0,0,0,100
2026-02-24 02:00:00,4.2,0,0,0,0,0,0,100
2026-02-24 03:00:00,3.7,0,0,0,0,0,0,100
2026-02-24 04:00:00,3.4,0,0,0,0,0,0,100
2026-02-24 05:00:00,3.2,0,0,0,0,0,0,100
2026-02-24 06:00:00,3.1,2,0,2,0,2,0,100
2026-02-24 07:00:00,2.9,87,28,59,174,87,0,97
2026-02-24 08:00:00,3.6,272,160,112,476.90000000000003,272,3056.52,24
2026-02-24 09:00:00,4.9,441,288,153,586.5,441,3600,32
2026-02-24 10:00:00,6.4,565,370.00000000000006,194.99999999999997,610.1,565,3600,37
2026-02-24 11:00:00,7.7,652,451,201,669.4000000000001,652,3600,44
2026-02-24 12:00:00,8.8,665,459,206,666.7,665,3600,32
2026-02-24 13:00:00,9.7,627,433,194,666.7,627,3600,31
2026-02-24 14:00:00,10.5,521,351,170,627.3,521,3600,33
2026-02-24 15:00:00,10.7,363,224,139,527.3,363,3600,35
2026-02-24 16:00:00,10.5,187,102.00000000000001,85,400.8,187,3600,35
2026-02-24 17:00:00,9.9,33,11,22,94.3,33,3600,9
2026-02-24 18:00:00,8.7,0,0,0,0,0,452.22,11
2026-02-24 19:00:00,7.6,0,0,0,0,0,0,0
2026-02-24 20:00:00,6.7,0,0,0,0,0,0,16
2026-02-24 21:00:00,5.9,0,0,0,0,0,0,0
2026-02-24 22:00:00,5,0,0,0,0,0,0,0
2026-02-24 23:00:00,4.2,0,0,0,0,0,0,0
2026-02-25 00:00:00,3.6,0,0,0,0,0,0,0
2026-02-25 01:00:00,3.1,0,0,0,0,0,0,0
2026-02-25 02:00:00,2.9,0,0,0,0,0,0,0
2026-02-25 03:00:00,2.6,0,0,0,0,0,0,0
2026-02-25 04:00:00,2.4,0,0,0,0,0,0,34
2026-02-25 05:00:00,2.3,0,0,0,0,0,0,44
2026-02-25 06:00:00,2.4,3,0,3,0,3,0,45
2026-02-25 07:00:00,2.5,83,22,61,134.7,83,0,46
2026-02-25 08:00:00,3.8,226,93,133,273.3,226,2053.37,58
2026-02-25 09:00:00,5.5,368,175,193,352.9,368,3600,56
2026-02-25 10:00:00,7,510,268,241.99999999999997,438.3999999999999,510,3600,68
2026-02-25 11:00:00,8.3,557,296,261,436.2,557,3600,63
2026-02-25 12:00:00,9.4,607,339,268,489.1,607,3600,64
2026-02-25 13:00:00,10.4,628,422,206,645.3,628,3600,37
2026-02-25 14:00:00,11.5,543,402,141,712.9999999999999,543,3600,7
2026-02-25 15:00:00,11.9,385,277,108,645.9,385,3600,0
2026-02-25 16:00:00,11.7,195,117,78,453.1,195,3600,0
2026-02-25 17:00:00,10.9,35,11,24,92.8,35,3600,0
2026-02-25 18:00:00,9.6,0,0,0,0,0,450.11,0
2026-02-25 19:00:00,8.2,0,0,0,0,0,0,0
2026-02-25 20:00:00,6.5,0,0,0,0,0,0,17
2026-02-25 21:00:00,5.1,0,0,0,0,0,0,56
2026-02-25 22:00:00,4.2,0,0,0,0,0,0,100
2026-02-25 23:00:00,3.8,0,0,0,0,0,0,100
2026-02-26 00:00:00,3.3,0,0,0,0,0,0,100
2026-02-26 01:00:00,3,0,0,0,0,0,0,100
2026-02-26 02:00:00,2.9,0,0,0,0,0,0,100
2026-02-26 03:00:00,2.9,0,0,0,0,0,0,100
2026-02-26 04:00:00,2.9,0,0,0,0,0,0,100
2026-02-26 05:00:00,2.9,0,0,0,0,0,0,100
2026-02-26 06:00:00,3,1,0,1,0,1,0,100
2026-02-26 07:00:00,3.2,23,0,23,0,23,0,100
2026-02-26 08:00:00,3.6,46.99999999999999,0,46.99999999999999,0,46.99999999999999,0,100
2026-02-26 09:00:00,4,73,0,73,0,73,0,100
2026-02-26 10:00:00,4.3,91.00000000000001,0,91.00000000000001,0,91.00000000000001,0,100
2026-02-26 11:00:00,4.7,145,7,138,10.2,145,0,100
2026-02-26 12:00:00,5,124,2,122,2.9,124,0,100
2026-02-26 13:00:00,5.2,91,1,90,1.5,91,0,100
2026-02-26 14:00:00,6.3,107.00000000000001,3,104,5.3,107.00000000000001,0,100
2026-02-26 15:00:00,6.4,113,5,108,11.6,113,0,100
2026-02-26 16:00:00,6.2,56.00000000000001,0,56.00000000000001,0,56.00000000000001,0,99
2026-02-26 17:00:00,5.7,19,0,19,0,19,0,99
2026-02-26 18:00:00,5.3,0,0,0,0,0,0,100
2026-02-26 19:00:00,4.8,0,0,0,0,0,0,100
2026-02-26 20:00:00,3.8,0,0,0,0,0,0,100
2026-02-26 21:00:00,3.2,0,0,0,0,0,0,100
2026-02-26 22:00:00,2.9,0,0,0,0,0,0,100
2026-02-26 23:00:00,2.8,0,0,0,0,0,0,89
2026-02-27 00:00:00,2.8,0,0,0,0,0,0,100
2026-02-27 01:00:00,2.8,0,0,0,0,0,0,96
2026-02-27 02:00:00,2.5,0,0,0,0,0,0,100
2026-02-27 03:00:00,2.4,0,0,0,0,0,0,94
2026-02-27 04:00:00,2.5,0,0,0,0,0,0,99
2026-02-27 05:00:00,2.6,0,0,0,0,0,0,95
2026-02-27 06:00:00,2.5,2,0,2,0,2,0,97
2026-02-27 07:00:00,2.5,38,5,33,29.7,38,0,94
2026-02-27 08:00:00,2.6,143,24,119,68.6,143,0,97
2026-02-27 09:00:00,3.3,313,109,204,215.6,313,258.21,93
2026-02-27 10:00:00,4.5,424.00000000000006,174,249.99999999999997,280.2,424.00000000000006,3600,83
2026-02-27 11:00:00,5.6,595,330,265,479.6,595,3600,76
2026-02-27 12:00:00,7.1,669,438,231,623.7,669,3600,51
2026-02-27 13:00:00,8.1,654,504,150,760.3999999999999,654,3600,23
2026-02-27 14:00:00,8.7,547,420,127,733.9,547,3600,5
2026-02-27 15:00:00,8.8,387,277,110,634.2,387,3600,0
2026-02-27 16:00:00,8.1,199,119,80,448,199,3600,0
2026-02-27 17:00:00,6.5,37,12,25,98.2,37,3600,0
2026-02-27 18:00:00,4.4,0,0,0,0,0,563.97,0
2026-02-27 19:00:00,3,0,0,0,0,0,0,0
2026-02-27 20:00:00,1.6,0,0,0,0,0,0,20
2026-02-27 21:00:00,1.1,0,0,0,0,0,0,31
2026-02-27 22:00:00,0.8,0,0,0,0,0,0,48
2026-02-27 23:00:00,0.6,0,0,0,0,0,0,67
2026-02-28 00:00:00,0.5,0,0,0,0,0,0,83
2026-02-28 01:00:00,0.4,0,0,0,0,0,0,87
2026-02-28 02:00:00,0.4,0,0,0,0,0,0,85
2026-02-28 03:00:00,0.5,0,0,0,0,0,0,91
2026-02-28 04:00:00,0.4,0,0,0,0,0,0,100
2026-02-28 05:00:00,0,0,0,0,0,0,0,100
2026-02-28 06:00:00,-0.1,2,0,2,0,2,0,100
2026-02-28 07:00:00,0.3,32,1,31,5.9,32,0,100
2026-02-28 08:00:00,0.9,110,13,97,36.7,110,0,100
2026-02-28 09:00:00,1.6,240,60,180,117.60000000000001,240,0,95
2026-02-28 10:00:00,2.8,405,131,274,209.4,405,1726.62,100
2026-02-28 11:00:00,4.4,555,225.00000000000003,330,324.8,555,3600,100
2026-02-28 12:00:00,6.5,600,278,322,393.3,600,3600,99
2026-02-28 13:00:00,8.3,574,298,276,446.6,574,3600,100
2026-02-28 14:00:00,10.4,410,157,253,272.4,410,3600,100
2026-02-28 15:00:00,11.2,225,38,187,86.2,225,3600,100
2026-02-28 16:00:00,11.5,82,2,80,7.4,82,786.78,100
2026-02-28 17:00:00,11,15.999999999999998,0,16,0,15.999999999999998,0,100
2026-02-28 18:00:00,8.7,0,0,0,0,0,0,100
2026-02-28 19:00:00,5.9,0,0,0,0,0,0,100
2026-02-28 20:00:00,4.7,0,0,0,0,0,0,100
2026-02-28 21:00:00,4.4,0,0,0,0,0,0,100
2026-02-28 22:00:00,4.3,0,0,0,0,0,0,100
2026-02-28 23:00:00,4.1,0,0,0,0,0,0,100
2026-03-01 00:00:00,3.8,0,0,0,0,0,0,100
2026-03-01 01:00:00,3.7,0,0,0,0,0,0,100
2026-03-01 02:00:00,4.1,0,0,0,0,0,0,100
2026-03-01 03:00:00,3.9,0,0,0,0,0,0,100
2026-03-01 04:00:00,3.8,0,0,0,0,0,0,100
2026-03-01 05:00:00,3.7,0,0,0,0,0,0,100
2026-03-01 06:00:00,3.7,1,0,1,0,1,0,100
2026-03-01 07:00:00,3.6,19,0,19,0,19,0,100
2026-03-01 08:00:00,3.8,51,0,51,0,51,0,100
2026-03-01 09:00:00,4.2,82,0,82,0,82,0,100
2026-03-01 10:00:00,4.6,84,0,84,0,84,0,100
2026-03-01 11:00:00,4.8,109,0,109,0,109,0,100
2026-03-01 12:00:00,5,109,0,109,0,109,0,100
2026-03-01 13:00:00,5,99,1,98,1.5,99,0,100
2026-03-01 14:00:00,4.5,86,1,85,1.7000000000000002,86,0,100
2026-03-01 15:00:00,4.6,59,0,59,0,59,0,100
2026-03-01 16:00:00,4.5,31,0,31,0,31,0,100
2026-03-01 17:00:00,4.5,5,0,5,0,5,0,100
2026-03-01 18:00:00,4.5,0,0,0,0,0,0,100
2026-03-01 19:00:00,4.6,0,0,0,0,0,0,100
2026-03-01 20:00:00,4.4,0,0,0,0,0,0,100
2026-03-01 21:00:00,4.4,0,0,0,0,0,0,100
2026-03-01 22:00:00,4.2,0,0,0,0,0,0,100
2026-03-01 23:00:00,3.9,0,0,0,0,0,0,100
2026-03-02 00:00:00,3.7,0,0,0,0,0,0,100
2026-03-02 01:00:00,3.6,0,0,0,0,0,0,100
2026-03-02 02:00:00,3.6,0,0,0,0,0,0,100
2026-03-02 03:00:00,3.2,0,0,0,0,0,0,100
2026-03-02 04:00:00,2.7,0,0,0,0,0,0,100
2026-03-02 05:00:00,1.4,0,0,0,0,0,0,100
2026-03-02 06:00:00,0.5,1,0,1,0,1,0,100
2026-03-02 07:00:00,0.2,21,0,21,0,21,0,100
2026-03-02 08:00:00,0.7,97,12,85,32.9,97,0,93
2026-03-02 09:00:00,1.5,163,13,150,25,163,0,95
2026-03-02 10:00:00,2.3,188,11,177,17.3,188,0,97
2026-03-02 11:00:00,2.7,201,25,176,35.6,201,0,100
2026-03-02 12:00:00,3.1,187,22,165,30.7,187,0,100
2026-03-02 13:00:00,3.3,145,6,139,8.9,145,0,100
2026-03-02 14:00:00,2.4,92,4,88,6.8,92,0,100
2026-03-02 15:00:00,2.2,78,3,75,6.7,78,0,100
2026-03-02 16:00:00,2,56,2,54,7.2,56,0,100
2026-03-02 17:00:00,1.8,12,0,12,0,12,0,100
2026-03-02 18:00:00,1.5,0,0,0,0,0,0,100
2026-03-02 19:00:00,1.2,0,0,0,0,0,0,100
2026-03-02 20:00:00,1.4,0,0,0,0,0,0,100
2026-03-02 21:00:00,1.4,0,0,0,0,0,0,100
2026-03-02 22:00:00,1.4,0,0,0,0,0,0,100
2026-03-02 23:00:00,1.4,0,0,0,0,0,0,100
2026-03-03 00:00:00,1.5,0,0,0,0,0,0,100
2026-03-03 01:00:00,1.5,0,0,0,0,0,0,100
2026-03-03 02:00:00,1.6,0,0,0,0,0,0,100
2026-03-03 03:00:00,1.6,0,0,0,0,0,0,100
2026-03-03 04:00:00,1.5,0,0,0,0,0,0,100
2026-03-03 05:00:00,1.4,0,0,0,0,0,0,100
2026-03-03 06:00:00,1.4,2,0,2,0,2,0,100
2026-03-03 07:00:00,1.5,42,1,41,5.5,42,0,100
2026-03-03 08:00:00,1.7,95,6,89,16.3,95,0,100
2026-03-03 09:00:00,2.1,165,13,152,24.800000000000004,165,0,100
2026-03-03 10:00:00,2.7,283,35,248,54.7,283,0,100
2026-03-03 11:00:00,3.5,363.00000000000006,93,270,131.6,363.00000000000006,0,100
2026-03-03 12:00:00,4.4,413,101.00000000000001,312,140.2,413,2147.33,96
2026-03-03 13:00:00,5.4,334,80,254,117.6,334,2405.44,96
2026-03-03 14:00:00,4.9,261,47,214,79.8,261,1728.25,98
2026-03-03 15:00:00,5.5,172,37,135,81.8,172,594.93,95
2026-03-03 16:00:00,5.6,84,11,73,39.3,84,654.13,100
2026-03-03 17:00:00,5.4,24,2,22,15.5,24,0,100
2026-03-03 18:00:00,4.9,0,0,0,0,0,0,93
2026-03-03 19:00:00,4.5,0,0,0,0,0,0,94
2026-03-03 20:00:00,4,0,0,0,0,0,0,78
2026-03-03 21:00:00,3.7,0,0,0,0,0,0,66
2026-03-03 22:00:00,3.2,0,0,0,0,0,0,51
2026-03-03 23:00:00,2.8,0,0,0,0,0,0,41
2026-03-04 00:00:00,2.3,0,0,0,0,0,0,46
2026-03-04 01:00:00,2,0,0,0,0,0,0,59
2026-03-04 02:00:00,1.8,0,0,0,0,0,0,56
2026-03-04 03:00:00,1.6,0,0,0,0,0,0,63
2026-03-04 04:00:00,1.7,0,0,0,0,0,0,85
2026-03-04 05:00:00,1.8,0,0,0,0,0,0,92
2026-03-04 06:00:00,2,4,0,4,0,4,0,95
2026-03-04 07:00:00,2.2,66,8,58,42.6,66,0,95
2026-03-04 08:00:00,2.9,129,21,108,56.2,129,0,94
2026-03-04 09:00:00,3.5,242.00000000000003,54,188,101.89999999999999,242.00000000000003,0,92
2026-03-04 10:00:00,4.6,320.00000000000006,91,229,141.1,320.00000000000006,1258.39,91
2026-03-04 11:00:00,5.5,431,177,253.99999999999997,248.8,431,2433.52,94
2026-03-04 12:00:00,6.3,605,320,285,441.4,605,3600,67
2026-03-04 13:00:00,7.3,565,310,255,452.90000000000003,565,3600,49
2026-03-04 14:00:00,6.8,366,135,231,227.7,366,3600,93
2026-03-04 15:00:00,7.1,260,83,177,182,260,3600,91
2026-03-04 16:00:00,7.2,135,33,102,116.3,135,3600,85
2026-03-04 17:00:00,7.3,26,3,23,22.9,26,1688.63,91
2026-03-04 18:00:00,7,0,0,0,0,0,0,98
2026-03-04 19:00:00,6.7,0,0,0,0,0,0,100
2026-03-04 20:00:00,6.2,0,0,0,0,0,0,100
2026-03-04 21:00:00,5.8,0,0,0,0,0,0,100
2026-03-04 22:00:00,5.3,0,0,0,0,0,0,100
2026-03-04 23:00:00,5,0,0,0,0,0,0,100
2026-03-05 00:00:00,4.6,0,0,0,0,0,0,100
2026-03-05 01:00:00,4.4,0,0,0,0,0,0,100
2026-03-05 02:00:00,4.4,0,0,0,0,0,0,100
2026-03-05 03:00:00,4.3,0,0,0,0,0,0,100
2026-03-05 04:00:00,4.3,0,0,0,0,0,0,100
2026-03-05 05:00:00,4.2,0,0,0,0,0,0,97
2026-03-05 06:00:00,4.1,3,0,3,0,3,0,100
2026-03-05 07:00:00,4.1,46,0,46,0,46,0,100
2026-03-05 08:00:00,4.6,90,0,90,0,90,0,100
2026-03-05 09:00:00,5.2,160,18,142,33.7,160,0,100
2026-03-05 10:00:00,6,201,14,187,21.5,201,0,100
2026-03-05 11:00:00,6.8,189,8,181,11.2,189,0,100
2026-03-05 12:00:00,7.2,221,44,177,60.3,221,0,100
2026-03-05 13:00:00,7.6,174,42,132,61,174,9.52,100
2026-03-05 14:00:00,7.6,140,9,131,15.1,140,29.31,100
2026-03-05 15:00:00,7.5,117,26,91,56.5,117,0,97
2026-03-05 16:00:00,7.1,98,25,73,87,98,0,96
